1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
(1) 10701 station GRDC,,,(2) 124 station < 10km2,,,,,,,,,,(3) 10577 stations area >= 10km2 or -999,,,,,,,,,,(4) 228 Station with no location ,,,,,,,,,,,(5) 10349 with location on MERIT in(ashape_merit)  (49 with no area in reported area),,,,,,,,,,,,,(6) 169 stations manuall checked,,,,,,,,,,,,,(7) 108 Station more than 60% area error ,,,,,,,,,,,,,,(8) 10241 Station less equal than 60% area error (49 without provided area)  ,,,,,,,,,,,,327 stations with no area,,,,,,,,,,Former ID changed,,
no,grdc_no,area,No,grdc_no,wmo_reg,sub_reg,river,station,country,lat,long,area,No,grdc_no,wmo_reg,sub_reg,river,station,country,lat,long,area,,No,grdc_no,wmo_reg,sub_reg,river,station,country,lat,long,area,No,GRDC_No,lat,lon,newlat,newlon,GRDCarea,area,shapearea,Lehner_shape_available,Lehner_shapearea,indicator,areaerror,,No,GRDC_No,lat,lon,newlat,newlon,GRDCarea,area,shapearea,oldsha,oldshapearea,indicator,No, GRDC_No,lat,lon,newlat,newlon,GRDCarea,area,shapearea,oldsha,oldshapearea,indicator,areaerror,shapearea,No,GRDC_No,lat,lon,newlat,newlon,GRDCarea,area,shapearea,oldsha,oldshapearea,indicator,,grdc_no,wmo_reg,sub_reg,river,station,country,lat,long,area,no,Station.number,Former.GRDC.ID
20,1112350,33000,20,6731541,6,6310,SAGELVA,HOKFOSSEN,NO,63.33,10.64,8,20,1112350,1,1121,BAFING,DIBIA,ML,13.14,-10.48,33000,20,798,1362500,1,1621,NILE RIVER,GAAFRA,EG,24.32,32.9,-999,20,1112350,13.14,-10.48,13.195833,-10.454167,33000,28179,28358,1,34135,0.821,0.854,20,826,1396601,-24.95,26.0667,-24.441398,26.06727,4167,3654,3672,0,0,0,1218,1632500,7.8,1.3,7.79086,1.29763,995,9902,9967,TRUE,9990,0.991,0.1,0.994,20,1112480,12.15,-10.2,11.90441,-10.63965,15500,15667,15767,1,15762,0.984,20,1357200,1,1571,SHASHE,SHASHE BRIDGE (67932122),BW,-20.016667,23.383333,-999,20,1293320,1292320
21,1112400,9300,21,6854430,6,6540,KUIKKISENOJA,KUIKKISENOJA,FI,63.910436,23.401474,8,21,1112400,1,1121,FALEME RIVIERE,FADOUGOU,ML,12.31,-11.23,9300,21,799,1362600,1,1621,NILE RIVER,ASWAN DAM,EG,23.96,32.9,-999,21,1112400,12.31,-11.23,12.53922,-11.38933,9300,8220,8272,1,8268,0.986,0.884,21,838,1426200,6.06,-4.49,6.18924,-5.0018,59500,59611,60000,1,60205,0.991,1419,1816490,12.83,-14.25,12.809167,-14.280833,815,149,150,FALS,0,0,0.182,0.994,21,1112500,12.33,-10.16,12.44495,-10.30673,21700,21921,22060,1,21973,0.983,21,1357500,1,1571,BOTETI,RAKOPS (67922022),BW,-21,24.366667,-999,21,1293330,1292330
22,1112480,15500,22,6948520,6,6481,RIALE DI ROGGIASCA,ROVEREDO,CH,46.2016,9.1689,8,22,1112480,1,1121,BAFING,DAKA SAYDOU,ML,12.15,-10.2,15500,22,937,1473050,1,1731,ALBERT NILE,PANYANGO,UG,2.65,31.65,-999,22,1112480,12.15,-10.2,11.90441,-10.63965,15500,15667,15767,1,15762,0.984,0.989,22,839,1426210,6,-4.43,5.99339,-4.89425,60200,60330,60725,1,60751,0.994,1516,1931445,12.17,-2.82,12.167372,-2.819227,23700,65041,65447,TRUE,65502,0.992,0.364,0.994,22,1134020,11.15,-8.55,11.150833,-8.554167,23300,23586,23738,1,23776,0.99,22,1357501,1,1571,BOTETI,SAMEDUPE (67922012),BW,-20.116667,23.516667,-999,22,1293340,1292340
23,1112500,21700,23,6342947,6,6421,SCHRONBACH,SYLVENSTEIN,DE,47.59,11.54,7.8,23,1112500,1,1121,BAFING,BAFING MAKANA,ML,12.33,-10.16,21700,23,1097,1547320,1,1471,LUFUBU,GREEN WATER FALLS,ZM,-10.247441,29.910836,-999,23,1112500,12.33,-10.16,12.44495,-10.30673,21700,21921,22060,1,21973,0.983,0.990,23,850,1427150,8.37,-7.2,8.51078,-7.19916,5800,5831,5869,1,5854,0.984,1588,2106100,23.2853,116.4267,23.285278,116.426667,108029,0,0,FALS,0,0,0,0,23,1134030,11.6833,-8.6667,11.687467,-8.665033,71750,70764,71219,1,71216,0.991,23,1357510,1,1571,LAKE RIVER,BUND (67932115),BW,-20.133333,23.35,-999,23,1495120,1494120
24,1134020,23300,24,5974100,5,5740,NANPIL RIVER,UPSTREAM FROM KIEPW RIVER, PONAPE,FM,6.92,158.37,7.7,24,1134020,1,1341,SANKARANI,GUELELINKORO,ML,11.15,-8.55,23300,24,1118,1563100,1,1631,BLUE NILE,SUDAN BORDER,ET,11,35,-999,24,1134020,11.15,-8.55,11.150833,-8.554167,23300,23586,23738,1,23776,0.99,0.988,24,993,1495280,-20.75,31.23,-20.156835,31.069092,1980,2297,2310,1,5927,0.387,1618,2181100,31.45,117.6667,31.343333,117.714167,552,195,196,FALS,0,0,0.353,0.996,24,1134040,11.97,-8.23,11.969167,-8.231667,35300,33102,33315,1,33248,0.992,24,1357520,1,1571,THAMALAKANE RIVER,MAUN BRIDGE (67932114),BW,-20.35,23.433333,-999,24,1495130,1494130
25,1134030,71750,25,6731758,6,6310,RINGSTADELVA,GASLANDSVATN,NO,68.67283,14.62927,7.7,25,1134030,1,1341,NIGER, RIVER,BANANKORO,ML,11.6833,-8.6667,71750,25,1125,1563750,1,1631,BLUE NILE,NEAR THE LAKE TANA,ET,10,37,-999,25,1134030,11.6833,-8.6667,11.687467,-8.665033,71750,70764,71219,1,71216,0.991,0.986,25,1090,1553100,-8.7,30.62,-9.12625,30.78076,4098,4433,4462,1,9493,0.466,1627,2182050,30.7667,113.5833,30.765,113.583333,105535,5979,6004,FALS,0,0,0.057,0.996,25,1134050,11.58,-8.17,11.58,-8.178333,34200,31902,32107,1,25530,0.79,25,1357530,1,1571,BORO,BORO JUNCTION (67932113),BW,-19.916667,23.4,-999,25,1547100,1593710
26,1134040,35300,26,6172038,6,6720,LEISI JOGI,ELU,EE,58.51666667,22.7,7.6,26,1134040,1,1341,SANKARANI,GOUALA,ML,11.97,-8.23,35300,26,1130,1566206,1,1661,BARO,D/S BARO-ADURA BIFURCATION,ET,8.367386,33.768355,-999,26,1134040,11.97,-8.23,11.969167,-8.231667,35300,33102,33315,1,33248,0.992,0.938,26,1100,1563800,11.07,38.18,10.0626,38.1741,65784,64774,65188,1,65015,0.993,1697,2311204,55.02,68.72,55.5372,68.7257,105000,0,0,FALS,0,0,0,0,26,1134060,11.13,-8.2,11.136667,-8.195,4100,4311,4339,1,4167,0.949,26,1362200,1,1621,NILE RIVER,ASSIUT,EG,27.18,31.1,-999,26,1547200,1593500
27,1134050,34200,27,6729360,6,6290,GRYTBEKKEN,GRYTA,NO,60,10.8,7.6,27,1134050,1,1341,SANKARANI,SELINGUE,ML,11.58,-8.17,34200,27,1131,1566207,1,1661,BARO,U/SBARO-ADURA BIFURCATION,ET,8.3333,33.9333,-999,27,1134050,11.58,-8.17,11.58,-8.178333,34200,31902,32107,1,25530,0.79,0.933,27,1112,1577601,9.39,40.13,9.226258,40.100782,21520,21758,21900,0,0,0,1786,2313400,46.83,70.5,46.804167,70.495833,2960,226,226,FALS,0,0,0.076,0.999,27,1134080,10.8,-7.67,10.7975,-7.669167,7900,8421,8475,1,8489,0.988,27,1362300,1,1621,NILE RIVER,NAG HAMMADI,EG,26.05,32.25,-999,27,1547201,1593201
28,1134060,4100,28,5803200,5,5031,ALLANS RIVULET,UPSTREAM TARANNA,AU,-43.0728,147.892,7.5,28,1134060,1,1341,OUASSOULOU,YANFOLILA,ML,11.13,-8.2,4100,28,1132,1566208,1,1661,BARO,U/S KHOR MAKWAI HEAD,ET,8.040186,33.762168,-999,28,1134060,11.13,-8.2,11.136667,-8.195,4100,4311,4339,1,4167,0.949,0.951,28,1157,1591474,-13.6333,27.59,-12.6494,28.17238,-999,7096,7141,1,7093,0.975,1825,2341700,33.83,71.35,33.835833,71.35,5128,1814,1820,FALS,0,0,0.354,0.996,28,1134100,12.8667,-7.55,12.865033,-7.548333,120000,117927,118683,1,118679,0.994,28,1362400,1,1621,NILE RIVER,ESNA,EG,25.32,32.56,-999,28,1547202,1593202
29,1134080,7900,29,6172034,6,6720,SARGVERE PKR,POHJAKA II,EE,58.888889,25.676667,7.3,29,1134080,1,1341,BAOULE,MADINA DIASSA,ML,10.8,-7.67,7900,29,1133,1566250,1,1661,JIKAWO,AT THE MOUTH,ET,8.3667,33.7833,-999,29,1134080,10.8,-7.67,10.7975,-7.669167,7900,8421,8475,1,8489,0.988,0.938,29,1230,1634650,11.25,-9.17,11.388843,-9.162545,70000,67749,68184,1,68233,0.992,2183,2816650,39.88,64.25,39.88,64.250833,2480,31,31,FALS,0,0,0.012,0.997,29,1134110,11.4,-7.45,11.3975,-7.45,15700,14911,15007,1,15036,0.991,29,1362500,1,1621,NILE RIVER,GAAFRA,EG,24.32,32.9,-999,29,1547300,1593740
30,1134100,120000,30,4208689,4,4081,CACHE PERCOTTE CREEK,NEAR HINTON,CA,53.4,-117.5,7.1,30,1134100,1,1341,NIGER, RIVER,KOULIKORO,ML,12.8667,-7.55,120000,30,1134,1566255,1,1661,BARO,SPILLOUT RIGHT (6.5KM U/S KHOR JOKAU),ET,8.35,33.8167,-999,30,1134100,12.8667,-7.55,12.865033,-7.548333,120000,117927,118683,1,118679,0.994,0.983,30,1234,1643150,-1.22,11.59,-1.2062,10.59071,22000,21496,21641,1,21777,0.982,2196,2838100,32.45,75.23,32.45,75.23,5700,0,0,FALS,0,0,0,0,30,1134150,11.07,-6.85,11.075,-6.845,3050,3105,3125,1,3146,0.983,30,1362600,1,1621,NILE RIVER,ASWAN DAM,EG,23.96,32.9,-999,30,1547310,1593100
31,1134110,15700,31,6731820,6,6310,HAGEELVA,HERSVIKVATN,NO,61.1352,4.93712,7.1,31,1134110,1,1341,BAOULE,BOUGOUNI,ML,11.4,-7.45,15700,31,1135,1566260,1,1661,ADURA,AT OFFTAKE FROM BARO,ET,8.387658,33.689268,-999,31,1134110,11.4,-7.45,11.3975,-7.45,15700,14911,15007,1,15036,0.991,0.950,31,1236,1643220,-1.89,11.56,-1.816,11.03326,15900,15868,15975,1,15378,0.939,2254,2901500,60.18,151.29,60.173333,151.288333,682,20,20,FALS,0,0,0.029,0.999,31,1134200,12.52,-6.8,12.520833,-6.8,32500,31551,31752,1,31796,0.992,31,1434790,1,1341,BAGOE,TOMBOUGOU 2,CI,9.65,-6.37,-999,31,1547320,1593200
